date,tag,prerelease,ring,kind,asset,asset_id,download_count
2026-09-10,v0.5.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,494652323,19
2026-09-10,v0.5.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,494652306,19
2026-09-10,v0.6.0,False,none,releases-legacy,RELEASES,522905879,19
2026-09-10,v0.6.0,False,win,feed,releases.win.json,522905877,163
2026-09-10,v0.6.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.0-delta.nupkg,522905867,23
2026-09-10,v0.6.0,False,win,full,WusTechnik.ClaudeUsageTray-0.6.0-full.nupkg,522905771,20
2026-09-10,v0.6.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,522905845,19
2026-09-10,v0.6.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,522905808,19
2026-09-10,v0.6.1,False,none,releases-legacy,RELEASES,522930735,19
2026-09-10,v0.6.1,False,win,feed,releases.win.json,522930732,163
2026-09-10,v0.6.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.1-delta.nupkg,522930731,23
2026-09-10,v0.6.1,False,win,full,WusTechnik.ClaudeUsageTray-0.6.1-full.nupkg,522930703,20
2026-09-10,v0.6.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,522930680,19
2026-09-10,v0.6.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,522930691,19
2026-09-10,v0.6.2,False,none,releases-legacy,RELEASES,523409965,19
2026-09-10,v0.6.2,False,win,feed,releases.win.json,523409958,181
2026-09-10,v0.6.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.2-delta.nupkg,523409952,23
2026-09-10,v0.6.2,False,win,full,WusTechnik.ClaudeUsageTray-0.6.2-full.nupkg,523409863,20
2026-09-10,v0.6.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,523409833,19
2026-09-10,v0.6.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,523409913,19
2026-09-10,v0.7.0,False,none,releases-legacy,RELEASES,530836378,14
2026-09-10,v0.7.0,False,win,feed,releases.win.json,530836370,133
2026-09-10,v0.7.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.0-delta.nupkg,530836359,16
2026-09-10,v0.7.0,False,win,full,WusTechnik.ClaudeUsageTray-0.7.0-full.nupkg,530836200,15
2026-09-10,v0.7.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,530836230,14
2026-09-10,v0.7.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,530836299,14
2026-09-10,v0.7.1,False,none,releases-legacy,RELEASES,530889416,14
2026-09-10,v0.7.1,False,win,feed,releases.win.json,530889406,132
2026-09-10,v0.7.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.1-delta.nupkg,530889400,17
2026-09-10,v0.7.1,False,win,full,WusTechnik.ClaudeUsageTray-0.7.1-full.nupkg,530889260,17
2026-09-10,v0.7.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,530889296,14
2026-09-10,v0.7.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,530889329,16
2026-09-10,v0.7.2,False,none,releases-legacy,RELEASES,544315404,6
2026-09-10,v0.7.2,False,win-beta,feed,releases.win-beta.json,544315590,42
2026-09-10,v0.7.2,False,win,feed,releases.win.json,544315395,43
2026-09-10,v0.7.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.2-delta.nupkg,544315386,10
2026-09-10,v0.7.2,False,win,full,WusTechnik.ClaudeUsageTray-0.7.2-full.nupkg,544315249,6
2026-09-10,v0.7.2,False,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-win-beta-delta.nupkg,544315492,6
2026-09-10,v0.7.2,False,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-win-beta-full.nupkg,544315467,7
2026-09-10,v0.7.2,False,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544315511,6
2026-09-10,v0.7.2,False,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544315551,6
2026-09-10,v0.7.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,544315307,6
2026-09-10,v0.7.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,544315332,10
2026-09-10,v0.7.2-beta.1,True,win-beta,feed,releases.win-beta.json,544171815,48
2026-09-10,v0.7.2-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.1-win-beta-full.nupkg,544171612,8
2026-09-10,v0.7.2-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544171517,7
2026-09-10,v0.7.2-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544171727,8
2026-09-10,v0.7.2-beta.2,True,win-beta,feed,releases.win-beta.json,544283176,44
2026-09-10,v0.7.2-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-delta.nupkg,544283130,7
2026-09-10,v0.7.2-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-full.nupkg,544283058,7
2026-09-10,v0.7.2-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544283097,6
2026-09-10,v0.7.2-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544283139,6
2026-09-10,v0.7.3-beta.1,True,none,stub,ClaudeUsageTraySetup.exe,545904158,6
2026-09-10,v0.7.3-beta.1,True,win-beta,feed,releases.win-beta.json,545904098,39
2026-09-10,v0.7.3-beta.1,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-delta.nupkg,545904051,8
2026-09-10,v0.7.3-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-full.nupkg,545903910,8
2026-09-10,v0.7.3-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,545904022,6
2026-09-10,v0.7.3-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,545904057,7
2026-09-10,v0.7.3-beta.2,True,none,stub,ClaudeUsageTraySetup.exe,546057826,6
2026-09-10,v0.7.3-beta.2,True,win-beta,feed,releases.win-beta.json,546057782,35
2026-09-10,v0.7.3-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-delta.nupkg,546057773,9
2026-09-10,v0.7.3-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-full.nupkg,546057730,8
2026-09-10,v0.7.3-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546057636,6
2026-09-10,v0.7.3-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546057677,6
2026-09-10,v0.7.3-beta.3,True,none,stub,ClaudeUsageTraySetup.exe,546786891,5
2026-09-10,v0.7.3-beta.3,True,win-beta,feed,releases.win-beta.json,546786851,30
2026-09-10,v0.7.3-beta.3,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-delta.nupkg,546786837,7
2026-09-10,v0.7.3-beta.3,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-full.nupkg,546786797,8
2026-09-10,v0.7.3-beta.3,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546786777,5
2026-09-10,v0.7.3-beta.3,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546786818,5
2026-09-11,v0.1.0,False,none,releases-legacy,RELEASES,487775443,20
2026-09-11,v0.1.0,False,win,feed,releases.win.json,487775436,212
2026-09-11,v0.1.0,False,win,full,WusTechnik.ClaudeUsageTray-0.1.0-full.nupkg,487775367,21
2026-09-11,v0.1.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,487775336,20
2026-09-11,v0.1.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,487775396,21
2026-09-11,v0.2.0,False,none,releases-legacy,RELEASES,488039742,20
2026-09-11,v0.2.0,False,win,feed,releases.win.json,488039737,287
2026-09-11,v0.2.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.2.0-delta.nupkg,488039667,21
2026-09-11,v0.2.0,False,win,full,WusTechnik.ClaudeUsageTray-0.2.0-full.nupkg,488039674,21
2026-09-11,v0.2.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488039637,20
2026-09-11,v0.2.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488039701,20
2026-09-11,v0.3.0,False,none,releases-legacy,RELEASES,488169143,20
2026-09-11,v0.3.0,False,win,feed,releases.win.json,488169139,284
2026-09-11,v0.3.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.3.0-delta.nupkg,488169131,21
2026-09-11,v0.3.0,False,win,full,WusTechnik.ClaudeUsageTray-0.3.0-full.nupkg,488169095,21
2026-09-11,v0.3.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488169078,20
2026-09-11,v0.3.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488169112,20
2026-09-11,v0.3.2,False,none,releases-legacy,RELEASES,488345413,20
2026-09-11,v0.3.2,False,win,feed,releases.win.json,488345407,281
2026-09-11,v0.3.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.3.2-delta.nupkg,488345401,21
2026-09-11,v0.3.2,False,win,full,WusTechnik.ClaudeUsageTray-0.3.2-full.nupkg,488345351,21
2026-09-11,v0.3.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488345323,20
2026-09-11,v0.3.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488345377,22
2026-09-11,v0.4.0,False,none,releases-legacy,RELEASES,491751081,20
2026-09-11,v0.4.0,False,win,feed,releases.win.json,491751075,281
2026-09-11,v0.4.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.4.0-delta.nupkg,491750983,22
2026-09-11,v0.4.0,False,win,full,WusTechnik.ClaudeUsageTray-0.4.0-full.nupkg,491750910,22
2026-09-11,v0.4.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,491750940,20
2026-09-11,v0.4.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,491750989,20
2026-09-11,v0.5.1,False,none,releases-legacy,RELEASES,494652350,20
2026-09-11,v0.5.1,False,win,feed,releases.win.json,494652347,272
2026-09-11,v0.5.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.5.1-delta.nupkg,494652341,24
2026-09-11,v0.5.1,False,win,full,WusTechnik.ClaudeUsageTray-0.5.1-full.nupkg,494652195,22
2026-09-11,v0.5.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,494652323,20
2026-09-11,v0.5.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,494652306,20
2026-09-11,v0.6.0,False,none,releases-legacy,RELEASES,522905879,20
2026-09-11,v0.6.0,False,win,feed,releases.win.json,522905877,164
2026-09-11,v0.6.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.0-delta.nupkg,522905867,24
2026-09-11,v0.6.0,False,win,full,WusTechnik.ClaudeUsageTray-0.6.0-full.nupkg,522905771,21
2026-09-11,v0.6.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,522905845,20
2026-09-11,v0.6.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,522905808,20
2026-09-11,v0.6.1,False,none,releases-legacy,RELEASES,522930735,20
2026-09-11,v0.6.1,False,win,feed,releases.win.json,522930732,164
2026-09-11,v0.6.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.1-delta.nupkg,522930731,24
2026-09-11,v0.6.1,False,win,full,WusTechnik.ClaudeUsageTray-0.6.1-full.nupkg,522930703,21
2026-09-11,v0.6.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,522930680,20
2026-09-11,v0.6.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,522930691,20
2026-09-11,v0.6.2,False,none,releases-legacy,RELEASES,523409965,20
2026-09-11,v0.6.2,False,win,feed,releases.win.json,523409958,187
2026-09-11,v0.6.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.2-delta.nupkg,523409952,24
2026-09-11,v0.6.2,False,win,full,WusTechnik.ClaudeUsageTray-0.6.2-full.nupkg,523409863,21
2026-09-11,v0.6.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,523409833,20
2026-09-11,v0.6.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,523409913,20
2026-09-11,v0.7.0,False,none,releases-legacy,RELEASES,530836378,15
2026-09-11,v0.7.0,False,win,feed,releases.win.json,530836370,139
2026-09-11,v0.7.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.0-delta.nupkg,530836359,17
2026-09-11,v0.7.0,False,win,full,WusTechnik.ClaudeUsageTray-0.7.0-full.nupkg,530836200,16
2026-09-11,v0.7.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,530836230,15
2026-09-11,v0.7.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,530836299,15
2026-09-11,v0.7.1,False,none,releases-legacy,RELEASES,530889416,15
2026-09-11,v0.7.1,False,win,feed,releases.win.json,530889406,138
2026-09-11,v0.7.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.1-delta.nupkg,530889400,18
2026-09-11,v0.7.1,False,win,full,WusTechnik.ClaudeUsageTray-0.7.1-full.nupkg,530889260,18
2026-09-11,v0.7.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,530889296,15
2026-09-11,v0.7.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,530889329,17
2026-09-11,v0.7.2,False,none,releases-legacy,RELEASES,544315404,7
2026-09-11,v0.7.2,False,win-beta,feed,releases.win-beta.json,544315590,59
2026-09-11,v0.7.2,False,win,feed,releases.win.json,544315395,49
2026-09-11,v0.7.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.2-delta.nupkg,544315386,11
2026-09-11,v0.7.2,False,win,full,WusTechnik.ClaudeUsageTray-0.7.2-full.nupkg,544315249,7
2026-09-11,v0.7.2,False,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-win-beta-delta.nupkg,544315492,7
2026-09-11,v0.7.2,False,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-win-beta-full.nupkg,544315467,8
2026-09-11,v0.7.2,False,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544315511,7
2026-09-11,v0.7.2,False,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544315551,7
2026-09-11,v0.7.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,544315307,7
2026-09-11,v0.7.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,544315332,11
2026-09-11,v0.7.2-beta.1,True,win-beta,feed,releases.win-beta.json,544171815,65
2026-09-11,v0.7.2-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.1-win-beta-full.nupkg,544171612,9
2026-09-11,v0.7.2-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544171517,8
2026-09-11,v0.7.2-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544171727,9
2026-09-11,v0.7.2-beta.2,True,win-beta,feed,releases.win-beta.json,544283176,61
2026-09-11,v0.7.2-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-delta.nupkg,544283130,8
2026-09-11,v0.7.2-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-full.nupkg,544283058,8
2026-09-11,v0.7.2-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544283097,7
2026-09-11,v0.7.2-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544283139,7
2026-09-11,v0.7.3-beta.1,True,none,stub,ClaudeUsageTraySetup.exe,545904158,7
2026-09-11,v0.7.3-beta.1,True,win-beta,feed,releases.win-beta.json,545904098,56
2026-09-11,v0.7.3-beta.1,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-delta.nupkg,545904051,11
2026-09-11,v0.7.3-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.1-win-beta-full.nupkg,545903910,9
2026-09-11,v0.7.3-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,545904022,7
2026-09-11,v0.7.3-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,545904057,8
2026-09-11,v0.7.3-beta.2,True,none,stub,ClaudeUsageTraySetup.exe,546057826,7
2026-09-11,v0.7.3-beta.2,True,win-beta,feed,releases.win-beta.json,546057782,52
2026-09-11,v0.7.3-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-delta.nupkg,546057773,12
2026-09-11,v0.7.3-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.2-win-beta-full.nupkg,546057730,9
2026-09-11,v0.7.3-beta.2,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546057636,7
2026-09-11,v0.7.3-beta.2,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546057677,7
2026-09-11,v0.7.3-beta.3,True,none,stub,ClaudeUsageTraySetup.exe,546786891,7
2026-09-11,v0.7.3-beta.3,True,win-beta,feed,releases.win-beta.json,546786851,47
2026-09-11,v0.7.3-beta.3,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-delta.nupkg,546786837,12
2026-09-11,v0.7.3-beta.3,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.3-win-beta-full.nupkg,546786797,12
2026-09-11,v0.7.3-beta.3,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,546786777,6
2026-09-11,v0.7.3-beta.3,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,546786818,7
2026-09-11,v0.7.3-beta.4,True,none,stub,ClaudeUsageTraySetup.exe,555436466,1
2026-09-11,v0.7.3-beta.4,True,win-beta,feed,releases.win-beta.json,555436406,4
2026-09-11,v0.7.3-beta.4,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.3-beta.4-win-beta-delta.nupkg,555436383,3
2026-09-11,v0.7.3-beta.4,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.3-beta.4-win-beta-full.nupkg,555436311,1
2026-09-11,v0.7.3-beta.4,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,555436076,1
2026-09-11,v0.7.3-beta.4,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,555436178,1
2026-09-12,v0.1.0,False,none,releases-legacy,RELEASES,487775443,21
2026-09-12,v0.1.0,False,win,feed,releases.win.json,487775436,213
2026-09-12,v0.1.0,False,win,full,WusTechnik.ClaudeUsageTray-0.1.0-full.nupkg,487775367,22
2026-09-12,v0.1.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,487775336,21
2026-09-12,v0.1.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,487775396,22
2026-09-12,v0.2.0,False,none,releases-legacy,RELEASES,488039742,21
2026-09-12,v0.2.0,False,win,feed,releases.win.json,488039737,288
2026-09-12,v0.2.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.2.0-delta.nupkg,488039667,22
2026-09-12,v0.2.0,False,win,full,WusTechnik.ClaudeUsageTray-0.2.0-full.nupkg,488039674,22
2026-09-12,v0.2.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488039637,21
2026-09-12,v0.2.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488039701,21
2026-09-12,v0.3.0,False,none,releases-legacy,RELEASES,488169143,21
2026-09-12,v0.3.0,False,win,feed,releases.win.json,488169139,285
2026-09-12,v0.3.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.3.0-delta.nupkg,488169131,22
2026-09-12,v0.3.0,False,win,full,WusTechnik.ClaudeUsageTray-0.3.0-full.nupkg,488169095,22
2026-09-12,v0.3.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488169078,21
2026-09-12,v0.3.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488169112,21
2026-09-12,v0.3.2,False,none,releases-legacy,RELEASES,488345413,21
2026-09-12,v0.3.2,False,win,feed,releases.win.json,488345407,282
2026-09-12,v0.3.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.3.2-delta.nupkg,488345401,22
2026-09-12,v0.3.2,False,win,full,WusTechnik.ClaudeUsageTray-0.3.2-full.nupkg,488345351,22
2026-09-12,v0.3.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,488345323,21
2026-09-12,v0.3.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,488345377,23
2026-09-12,v0.4.0,False,none,releases-legacy,RELEASES,491751081,21
2026-09-12,v0.4.0,False,win,feed,releases.win.json,491751075,282
2026-09-12,v0.4.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.4.0-delta.nupkg,491750983,23
2026-09-12,v0.4.0,False,win,full,WusTechnik.ClaudeUsageTray-0.4.0-full.nupkg,491750910,23
2026-09-12,v0.4.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,491750940,21
2026-09-12,v0.4.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,491750989,21
2026-09-12,v0.5.1,False,none,releases-legacy,RELEASES,494652350,21
2026-09-12,v0.5.1,False,win,feed,releases.win.json,494652347,273
2026-09-12,v0.5.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.5.1-delta.nupkg,494652341,25
2026-09-12,v0.5.1,False,win,full,WusTechnik.ClaudeUsageTray-0.5.1-full.nupkg,494652195,23
2026-09-12,v0.5.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,494652323,21
2026-09-12,v0.5.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,494652306,21
2026-09-12,v0.6.0,False,none,releases-legacy,RELEASES,522905879,21
2026-09-12,v0.6.0,False,win,feed,releases.win.json,522905877,165
2026-09-12,v0.6.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.0-delta.nupkg,522905867,25
2026-09-12,v0.6.0,False,win,full,WusTechnik.ClaudeUsageTray-0.6.0-full.nupkg,522905771,22
2026-09-12,v0.6.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,522905845,21
2026-09-12,v0.6.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,522905808,21
2026-09-12,v0.6.1,False,none,releases-legacy,RELEASES,522930735,21
2026-09-12,v0.6.1,False,win,feed,releases.win.json,522930732,165
2026-09-12,v0.6.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.1-delta.nupkg,522930731,25
2026-09-12,v0.6.1,False,win,full,WusTechnik.ClaudeUsageTray-0.6.1-full.nupkg,522930703,22
2026-09-12,v0.6.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,522930680,21
2026-09-12,v0.6.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,522930691,21
2026-09-12,v0.6.2,False,none,releases-legacy,RELEASES,523409965,21
2026-09-12,v0.6.2,False,win,feed,releases.win.json,523409958,188
2026-09-12,v0.6.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.6.2-delta.nupkg,523409952,25
2026-09-12,v0.6.2,False,win,full,WusTechnik.ClaudeUsageTray-0.6.2-full.nupkg,523409863,22
2026-09-12,v0.6.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,523409833,21
2026-09-12,v0.6.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,523409913,21
2026-09-12,v0.7.0,False,none,releases-legacy,RELEASES,530836378,16
2026-09-12,v0.7.0,False,win,feed,releases.win.json,530836370,141
2026-09-12,v0.7.0,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.0-delta.nupkg,530836359,18
2026-09-12,v0.7.0,False,win,full,WusTechnik.ClaudeUsageTray-0.7.0-full.nupkg,530836200,17
2026-09-12,v0.7.0,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,530836230,16
2026-09-12,v0.7.0,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,530836299,16
2026-09-12,v0.7.1,False,none,releases-legacy,RELEASES,530889416,16
2026-09-12,v0.7.1,False,win,feed,releases.win.json,530889406,142
2026-09-12,v0.7.1,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.1-delta.nupkg,530889400,19
2026-09-12,v0.7.1,False,win,full,WusTechnik.ClaudeUsageTray-0.7.1-full.nupkg,530889260,19
2026-09-12,v0.7.1,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,530889296,16
2026-09-12,v0.7.1,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,530889329,18
2026-09-12,v0.7.2,False,none,releases-legacy,RELEASES,544315404,8
2026-09-12,v0.7.2,False,win-beta,feed,releases.win-beta.json,544315590,76
2026-09-12,v0.7.2,False,win,feed,releases.win.json,544315395,53
2026-09-12,v0.7.2,False,win,delta,WusTechnik.ClaudeUsageTray-0.7.2-delta.nupkg,544315386,12
2026-09-12,v0.7.2,False,win,full,WusTechnik.ClaudeUsageTray-0.7.2-full.nupkg,544315249,9
2026-09-12,v0.7.2,False,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-win-beta-delta.nupkg,544315492,8
2026-09-12,v0.7.2,False,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-win-beta-full.nupkg,544315467,9
2026-09-12,v0.7.2,False,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544315511,8
2026-09-12,v0.7.2,False,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544315551,8
2026-09-12,v0.7.2,False,win,portable,WusTechnik.ClaudeUsageTray-win-Portable.zip,544315307,8
2026-09-12,v0.7.2,False,win,setup,WusTechnik.ClaudeUsageTray-win-Setup.exe,544315332,12
2026-09-12,v0.7.2-beta.1,True,win-beta,feed,releases.win-beta.json,544171815,82
2026-09-12,v0.7.2-beta.1,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.1-win-beta-full.nupkg,544171612,10
2026-09-12,v0.7.2-beta.1,True,win-beta,portable,WusTechnik.ClaudeUsageTray-win-beta-Portable.zip,544171517,9
2026-09-12,v0.7.2-beta.1,True,win-beta,setup,WusTechnik.ClaudeUsageTray-win-beta-Setup.exe,544171727,10
2026-09-12,v0.7.2-beta.2,True,win-beta,feed,releases.win-beta.json,544283176,78
2026-09-12,v0.7.2-beta.2,True,win-beta,delta,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-delta.nupkg,544283130,9
2026-09-12,v0.7.2-beta.2,True,win-beta,full,WusTechnik.ClaudeUsageTray-0.7.2-beta.2-win-beta-full.nupkg,544283058,9
